#"+ESI Scan (2.982-10.344 min, 445 Scans) Frag=175.0V sk_90FA_75degrees_30min_241105.d  Deconvoluted "
#Point,X(Thompsons),Y(Counts)
385,1402.6796,336.925415039063
386,1403.7034,117.749565124512
387,1418.6979,13775.0771484375
388,1419.1877,866.107238769531
389,1419.6995,10924.521484375
390,1420.1694,565.661682128906
391,1420.6963,4566.0419921875
392,1421.1744,304.887878417969
393,1421.6964,1502.10021972656
394,1422.6931,455.721740722656
395,1440.6662,258.622833251953
396,1441.6717,191.792037963867
397,1442.6552,241.424057006836
398,1443.6612,151.005554199219
399,1446.6809,130.609588623047
400,1447.7008,102.306541442871
401,1456.6291,202.87760925293
402,1457.6421,138.00732421875
403,1472.6052,616.9931640625
404,1473.6110,427.063201904297
405,1474.6111,213.079162597656
